mooring,mooring_folder,latitude,longitude,year_month,temperature_c_mean,nitrate_umol_l_mean,oxygen_umol_kg_mean,n_obs
CCE1,CCE1,33.457,-122.52233,2017-11,15.884866,0.5696689550067884,252.72036665200508,666
CCE1,CCE1,33.457,-122.52233,2017-12,16.207064,0.332660686747974,248.72707097377375,744
CCE1,CCE1,33.457,-122.52233,2018-01,14.923388,0.8515729955200835,255.94315577197577,744
CCE1,CCE1,33.457,-122.52233,2018-02,13.933594,1.4970798710932696,259.0217936783086,672
CCE1,CCE1,33.457,-122.52233,2018-03,13.499612,1.1658050853108057,263.0915802635519,744
CCE1,CCE1,33.457,-122.52233,2018-04,14.701127,0.2971668488940471,261.3280549328173,720
CCE1,CCE1,33.457,-122.52233,2018-05,14.868896,0.3353623046597997,261.02968294968053,744
CCE1,CCE1,33.457,-122.52233,2018-06,15.310572,0.31389417132103387,,720
CCE1,CCE1,33.457,-122.52233,2018-07,15.697859,0.9912031943915879,,744
CCE1,CCE1,33.457,-122.52233,2018-08,17.41236,0.7757905905125682,,744
CCE1,CCE1,33.457,-122.52233,2018-09,17.65604,0.6582750727853376,,720
CCE1,CCE1,33.457,-122.52233,2018-10,16.272585,,,645
CCE1,CCE1,33.45733,-122.52517,2016-04,15.089207,0.3848018138545076,268.669416723727,239
CCE1,CCE1,33.45733,-122.52517,2016-05,14.790775,0.6017813249630753,269.0320239090632,744
CCE1,CCE1,33.45733,-122.52517,2016-06,15.51099,0.3822346036598789,265.95562195971786,720
CCE1,CCE1,33.45733,-122.52517,2016-07,16.112858,0.31802300384402943,262.6004741874387,744
CCE1,CCE1,33.45733,-122.52517,2016-08,16.017538,0.43329542509639174,264.19038775691376,744
CCE1,CCE1,33.45733,-122.52517,2016-09,15.754887,0.5893926879643425,265.6477307217491,720
CCE1,CCE1,33.45733,-122.52517,2016-10,15.923385,0.7406462575049303,264.09276091017995,209
CCE1,CCE1,33.45765,-122.507107,2024-04,14.908888,0.590373610865026,259.879144603481,690
CCE1,CCE1,33.45765,-122.507107,2024-05,14.095291,1.3053830734736096,264.27587307281436,744
CCE1,CCE1,33.45765,-122.507107,2024-06,13.177018,6.5696571671475015,243.54740688949204,720
CCE1,CCE1,33.45765,-122.507107,2024-07,13.571398,5.4510366025552655,255.2251928779273,744
CCE1,CCE1,33.45765,-122.507107,2024-08,14.771039,3.2464558239479113,266.12380390845505,744
CCE1,CCE1,33.45765,-122.507107,2024-09,15.444923,2.048723739716078,267.6286341895594,720
CCE1,CCE1,33.45765,-122.507107,2024-10,16.45267,0.8246062168231785,266.26666424603997,744
CCE1,CCE1,33.45765,-122.507107,2024-11,15.634485,1.175481721956517,257.4541519569247,720
CCE1,CCE1,33.45765,-122.507107,2024-12,15.351993,1.1520429236845255,258.29012614964194,744
CCE1,CCE1,33.45765,-122.507107,2025-01,14.502493,1.7475497863423939,259.3471411940346,744
CCE1,CCE1,33.45765,-122.507107,2025-02,13.395724,3.2029112950174152,258.5758163543802,672
CCE1,CCE1,33.45765,-122.507107,2025-03,13.573536,1.6801414296953543,265.4102146639301,213
CCE1,CCE1,33.46283,-122.50967,2021-06,14.462706,1.4471131907916848,266.8779354999335,311
CCE1,CCE1,33.46283,-122.50967,2021-07,14.5183,2.7919856230481903,,744
CCE1,CCE1,33.46283,-122.50967,2021-08,13.728814,4.250760308603153,,744
CCE1,CCE1,33.46283,-122.50967,2021-09,13.39653,4.770195353432409,,720
CCE1,CCE1,33.46283,-122.50967,2021-10,14.100621,4.583868865112715,,744
CCE1,CCE1,33.46283,-122.50967,2021-11,14.868647,2.4122176636628456,,720
CCE1,CCE1,33.46283,-122.50967,2021-12,14.16198,2.681893910782698,,744
CCE1,CCE1,33.46283,-122.50967,2022-01,13.999128,2.0493864759104645,,744
CCE1,CCE1,33.46283,-122.50967,2022-02,14.138704,1.104402403729301,,672
CCE1,CCE1,33.46283,-122.50967,2022-03,14.192488,0.6718328880738901,,744
CCE1,CCE1,33.46283,-122.50967,2022-04,13.579928,2.7803706278173324,,720
CCE1,CCE1,33.46283,-122.50967,2022-05,12.1823225,10.935533839651006,,720
CCE1,CCE1,33.46953,-122.54657,2023-07,15.163954,0.8630335105433814,264.13477905316927,104
CCE1,CCE1,33.46953,-122.54657,2023-08,14.743618,2.370899398910724,260.6743058425721,744
CCE1,CCE1,33.46953,-122.54657,2023-09,15.123185,2.180474334105005,254.4415088632792,720
CCE1,CCE1,33.46953,-122.54657,2023-10,15.28729,1.6550523612250236,253.32213178103078,744
CCE1,CCE1,33.46953,-122.54657,2023-11,16.1897,0.9778880388634811,246.91983166670425,720
CCE1,CCE1,33.46953,-122.54657,2023-12,15.360195,0.9956274085538717,249.04676448831833,744
CCE1,CCE1,33.46953,-122.54657,2024-01,14.621819,1.2170865709631336,252.5539907454089,744
CCE1,CCE1,33.46953,-122.54657,2024-02,14.630004,0.9955467876566709,254.67379881618237,696
CCE1,CCE1,33.46953,-122.54657,2024-03,14.868862,0.6607831194152379,256.1723495166108,744
CCE1,CCE1,33.46953,-122.54657,2024-04,15.043145,0.502877003138086,254.0220093411416,39
CCE1,CCE1,33.47099,-122.5451,2022-10,18.180937,0.6107799262343118,241.66558811783588,71
CCE1,CCE1,33.47099,-122.5451,2022-11,17.184008,0.597632490637819,246.72670392534084,720
CCE1,CCE1,33.47099,-122.5451,2022-12,15.449974,0.793065686741618,255.9496980387931,744
CCE1,CCE1,33.47099,-122.5451,2023-01,14.503485,0.6462384716976642,261.7897803846451,744
CCE1,CCE1,33.47099,-122.5451,2023-02,14.134715,1.004693168796532,263.413429753595,672
CCE1,CCE1,33.47099,-122.5451,2023-03,12.957954,1.960755735407658,272.94329532183866,744
CCE1,CCE1,33.47099,-122.5451,2023-04,12.97257,1.628070901707164,275.7129251226727,720
CCE1,CCE1,33.47099,-122.5451,2023-05,12.628468,4.52543007295216,,744
CCE1,CCE1,33.47099,-122.5451,2023-06,13.615979,2.15520458345344,,720
CCE1,CCE1,33.47099,-122.5451,2023-07,15.358389,0.37516902743271674,,613
CCE1,CCE1,33.47233,-122.528,2019-05,15.707963,1.0375309676546947,256.169693096779,528
CCE1,CCE1,33.47233,-122.528,2019-06,15.58578,1.3010660162977767,255.99830575617736,720
CCE1,CCE1,33.47233,-122.528,2019-07,16.247612,1.3588203027850712,254.54243118236536,744
CCE1,CCE1,33.47233,-122.528,2019-08,17.024742,1.0248381018593005,254.19506542952607,744
CCE1,CCE1,33.47233,-122.528,2019-09,17.640377,0.9163283949923987,256.2480144982923,720
CCE1,CCE1,33.47233,-122.528,2019-10,17.33023,0.6457066510457363,250.17676971916333,744
CCE1,CCE1,33.47233,-122.528,2019-11,14.498442,4.4837928698702445,234.15554289389726,720
CCE1,CCE1,33.47233,-122.528,2019-12,14.059176,4.682507310768487,234.78516077763922,744
CCE1,CCE1,33.47233,-122.528,2020-01,13.428998,2.740144954247952,256.7807025411799,744
CCE1,CCE1,33.47233,-122.528,2020-02,12.989231,2.9336692832286193,260.8306874953367,696
CCE1,CCE1,33.47233,-122.528,2020-03,13.109479,2.161084692547807,262.6894919257051,744
CCE1,CCE1,33.47233,-122.528,2020-04,13.637587,1.9854958194967638,258.5510661281333,720
CCE1,CCE1,33.47233,-122.528,2020-05,14.7941675,0.9977847132914875,260.5897731459404,744
CCE1,CCE1,33.47233,-122.528,2020-06,15.082081,1.0733638899630968,263.1915080146284,151
CCE1,CCE1,33.47617,-122.52683,2018-11,15.976347,0.27581027998612284,246.156425769062,410
CCE1,CCE1,33.47617,-122.52683,2018-12,15.880371,0.26091320275795327,243.23512688657323,744
CCE1,CCE1,33.47617,-122.52683,2019-01,15.619142,0.4007670084580677,240.9360827453113,744
CCE1,CCE1,33.47617,-122.52683,2019-02,14.453803,1.3640877439348165,240.98593886505697,671
CCE1,CCE1,33.47617,-122.52683,2019-03,13.75934,2.090004227205872,,744
CCE1,CCE1,33.47617,-122.52683,2019-04,14.966544,0.33277747911388517,,720
CCE1,CCE1,33.47617,-122.52683,2019-05,15.323052,0.19332987321979128,,194
CCE1,CCE1,33.47733,-122.52883,2016-10,16.259897,0.6929965404888611,162.553694189609,560
CCE1,CCE1,33.47733,-122.52883,2016-11,15.993921,0.6311714920762356,165.27516419925684,720
CCE1,CCE1,33.47733,-122.52883,2016-12,14.373153,1.1843006163722027,171.04925703619404,744
CCE1,CCE1,33.47733,-122.52883,2017-01,13.828654,1.1239448352354529,177.0620952964583,744
CCE1,CCE1,33.47733,-122.52883,2017-02,13.96642,0.3784778931090996,199.24727603608832,672
CCE1,CCE1,33.47733,-122.52883,2017-03,14.033816,0.2930583373277245,271.4324051405241,744
CCE1,CCE1,33.47733,-122.52883,2017-04,14.51479,0.4569643240771923,288.629944303242,721
CCE1,CCE1,33.47733,-122.52883,2017-05,14.51345,1.142082003987398,276.43009501774003,744
CCE1,CCE1,33.47733,-122.52883,2017-06,15.153096,0.9833883852814925,267.3738739452769,720
CCE1,CCE1,33.47733,-122.52883,2017-07,16.619724,0.3734367907047995,256.5369188852849,744
CCE1,CCE1,33.47733,-122.52883,2017-08,14.937126,2.0897969882253546,267.601365374821,744
CCE1,CCE1,33.47733,-122.52883,2017-09,15.702129,0.9613568043990519,269.32749006869903,720
CCE1,CCE1,33.47733,-122.52883,2017-10,,0.49263292612522575,,744
CCE1,CCE1,33.47733,-122.52883,2017-11,,0.576064103251825,,65
CCE2,CCE2,34.301677,-120.811083,2024-03,12.878625,4.268567616850085,254.2778195351354,71
CCE2,CCE2,34.301677,-120.811083,2024-04,12.811865,6.202572818995521,261.04103608783726,720
CCE2,CCE2,34.301677,-120.811083,2024-05,12.294995,7.06177813552823,246.0809835033875,744
CCE2,CCE2,34.301677,-120.811083,2024-06,12.095473,4.5869032112629595,252.0448947009039,121
CCE2,CCE2,34.30314,-120.80101,2023-07,15.099706,3.424221619183108,273.05471658412927,155
CCE2,CCE2,34.30314,-120.80101,2023-08,16.406675,2.3653846855423675,271.03189847883027,744
CCE2,CCE2,34.30314,-120.80101,2023-09,16.488943,1.7778000751205565,266.5845469902094,720
CCE2,CCE2,34.30314,-120.80101,2023-10,16.377884,1.5469645080046095,261.6564619299696,744
CCE2,CCE2,34.30314,-120.80101,2023-11,15.796226,2.050298878540953,256.47307503985246,720
CCE2,CCE2,34.30314,-120.80101,2023-12,15.545403,1.8006727862162504,254.73826557730436,744
CCE2,CCE2,34.30314,-120.80101,2024-01,14.347873,4.32357147790061,249.4220378130935,744
CCE2,CCE2,34.30314,-120.80101,2024-02,14.1864395,4.003224588059784,248.11691572175877,696
CCE2,CCE2,34.30314,-120.80101,2024-03,14.320956,3.4074212059388733,260.5743266286919,689
CCE2,CCE2,34.303973,-120.815728,2024-10,14.944484,3.8487177254717677,253.74065248506693,101
CCE2,CCE2,34.303973,-120.815728,2024-11,13.235802,7.011673403841488,248.05326623165502,720
CCE2,CCE2,34.303973,-120.815728,2024-12,13.400084,5.418687420613903,252.75846120647165,744
CCE2,CCE2,34.303973,-120.815728,2025-01,12.590415,8.36041619188174,250.40907817277733,745
CCE2,CCE2,34.303973,-120.815728,2025-02,12.510415,6.505523055560044,257.8126431564394,672
CCE2,CCE2,34.303973,-120.815728,2025-03,12.00027,8.786681382893208,240.4635497339624,260
CCE2,CCE2,34.3055,-120.80383,2016-05,13.675982,2.8182535164469407,264.26978874206543,344
CCE2,CCE2,34.3055,-120.80383,2016-06,13.418604,5.250847279309917,264.78086622026234,720
CCE2,CCE2,34.3055,-120.80383,2016-07,14.320944,6.593148995982058,244.2793819058326,744
CCE2,CCE2,34.3055,-120.80383,2016-08,14.886224,5.36066089495969,238.7070162988478,744
CCE2,CCE2,34.3055,-120.80383,2016-09,16.037092,3.988396917167234,258.68690066867407,720
CCE2,CCE2,34.3055,-120.80383,2016-10,16.21619,2.8906615892744303,258.4034648089197,743
CCE2,CCE2,34.3055,-120.80383,2016-11,15.073431,3.5103792180413533,245.8266331354777,720
CCE2,CCE2,34.3055,-120.80383,2016-12,13.349059,3.763528633600421,237.34834396198232,744
CCE2,CCE2,34.3055,-120.80383,2017-01,13.50107,1.9499238475274323,253.6813259124756,744
CCE2,CCE2,34.3055,-120.80383,2017-02,13.545061,,264.4531975019546,672
CCE2,CCE2,34.3055,-120.80383,2017-03,12.641511,,248.17997553898738,65
CCE2,CCE2,34.30552,-120.8024,2022-10,14.736094,3.6392988752256863,248.77429943188523,137
CCE2,CCE2,34.30552,-120.8024,2022-11,13.671997,4.893608699054591,257.2555121136745,720
CCE2,CCE2,34.30552,-120.8024,2022-12,14.076649,3.996038363118214,252.55747012839728,744
CCE2,CCE2,34.30552,-120.8024,2023-01,13.68078,4.81433826845939,253.79683664704496,744
CCE2,CCE2,34.30552,-120.8024,2023-02,12.2531595,10.254078558391406,240.18223076430363,672
CCE2,CCE2,34.30552,-120.8024,2023-03,11.991498,10.18815693546876,259.313606287158,744
CCE2,CCE2,34.30552,-120.8024,2023-04,11.749642,10.946091947256352,251.50354910189998,720
CCE2,CCE2,34.30552,-120.8024,2023-05,12.504746,8.776447272143887,245.82193369840516,658
CCE2,CCE2,34.30717,-120.81383,2021-06,13.357401,8.101644536548182,248.89373521997726,344
CCE2,CCE2,34.30717,-120.81383,2021-07,14.736447,3.8580371943716285,270.7526973710627,744
CCE2,CCE2,34.30717,-120.81383,2021-08,15.466325,3.1492249733857154,275.66016051071,744
CCE2,CCE2,34.30717,-120.81383,2021-09,15.250061,1.7905090247094884,281.08352546294674,720
CCE2,CCE2,34.30717,-120.81383,2021-10,14.981358,2.3383636145823052,278.17879397144253,744
CCE2,CCE2,34.30717,-120.81383,2021-11,15.191718,3.4072863555547643,265.2900529195121,720
CCE2,CCE2,34.30717,-120.81383,2021-12,14.459129,2.601359621956157,252.7157396705837,744
CCE2,CCE2,34.30717,-120.81383,2022-01,13.444482,2.7973908743856115,239.78948945647772,744
CCE2,CCE2,34.30717,-120.81383,2022-02,13.099299,2.6237015614759778,233.01439739531665,672
CCE2,CCE2,34.30717,-120.81383,2022-03,12.637041,3.8228354956533384,232.6737373323103,744
CCE2,CCE2,34.30717,-120.81383,2022-04,11.84724,8.812799289390487,220.0745992866504,720
CCE2,CCE2,34.30717,-120.81383,2022-05,11.454858,10.8797239241076,209.80496761381752,744
CCE2,CCE2,34.30717,-120.81383,2022-06,13.172098,6.011427057367096,198.53521426753298,720
CCE2,CCE2,34.30717,-120.81383,2022-07,13.532489,4.605207702278017,224.14888440932367,702
CCE2,CCE2,34.3075,-120.8065,2017-03,12.8232565,4.44489842997322,257.7431143121738,503
CCE2,CCE2,34.3075,-120.8065,2017-04,11.556609,10.55415812130321,229.77187599605983,720
CCE2,CCE2,34.3075,-120.8065,2017-05,11.297599,8.234143441571735,241.2494952418223,238
CCE2,CCE2,34.3075,-120.80417,2020-09,16.150993,1.5943153221557411,241.06636030061762,551
CCE2,CCE2,34.3075,-120.80417,2020-10,16.573153,0.8832857417876014,248.07989394387445,744
CCE2,CCE2,34.3075,-120.80417,2020-11,13.968457,3.7058425601432052,244.9681254361775,720
CCE2,CCE2,34.3075,-120.80417,2020-12,13.474352,3.1455564325834486,247.8469722118638,744
CCE2,CCE2,34.3075,-120.80417,2021-01,13.033353,4.76239223966,242.08001262444992,744
CCE2,CCE2,34.3075,-120.80417,2021-02,12.261494,7.829374409748704,243.99918022946645,672
CCE2,CCE2,34.3075,-120.80417,2021-03,12.063071,6.518231488053139,257.3563070008994,744
CCE2,CCE2,34.3075,-120.80417,2021-04,11.409283,12.43014022056871,236.6176992864416,720
CCE2,CCE2,34.3075,-120.80417,2021-05,12.0055065,11.546143629889471,227.83548897464993,744
CCE2,CCE2,34.3075,-120.80417,2021-06,12.487811,8.832640281136857,235.08775712401416,378
CCE2,CCE2,34.30983,-120.81383,2018-03,13.671379,1.1668065923427748,273.3284463827507,437
CCE2,CCE2,34.30983,-120.81383,2018-04,12.220671,7.036914959897435,254.5695030072366,720
CCE2,CCE2,34.30983,-120.81383,2018-05,12.0994625,9.986991677764266,247.18000815874032,744
CCE2,CCE2,34.30983,-120.81383,2018-06,12.9793825,7.34794926967231,254.76760754504804,720
CCE2,CCE2,34.30983,-120.81383,2018-07,14.684557,4.0493267394627575,241.2756730155156,744
CCE2,CCE2,34.30983,-120.81383,2018-08,16.216059,2.881577907675288,242.85988375826506,744
CCE2,CCE2,34.30983,-120.81383,2018-09,15.98238,1.3220667568766247,252.46890997449074,720
CCE2,CCE2,34.30983,-120.81383,2018-10,16.642426,1.2061356675966919,246.40810764660878,743
CCE2,CCE2,34.30983,-120.81383,2018-11,16.886824,0.8809950560861805,246.93632693316675,720
CCE2,CCE2,34.30983,-120.81383,2018-12,15.346686,1.520450857928753,253.44685690968294,744
CCE2,CCE2,34.30983,-120.81383,2019-01,14.284068,2.3284793590043975,253.3019373190689,744
CCE2,CCE2,34.30983,-120.81383,2019-02,13.830847,2.946693649087722,254.50408802872832,672
CCE2,CCE2,34.30983,-120.81383,2019-03,13.180389,2.7261644996449794,262.2528310216039,744
CCE2,CCE2,34.30983,-120.81383,2019-04,13.450159,2.97917296307961,265.78883879816095,720
CCE2,CCE2,34.30983,-120.81383,2019-05,13.525747,3.9269450387663336,263.6921798966144,173
CCE2,CCE2,34.31,-120.81383,2019-05,14.541159,1.0005108795887696,266.40641857061956,506
CCE2,CCE2,34.31,-120.81383,2019-06,13.776194,3.5117724394287553,260.73369476420754,720
CCE2,CCE2,34.31,-120.81383,2019-07,13.679577,5.12988378586088,243.88395409423867,744
CCE2,CCE2,34.31,-120.81383,2019-08,14.496766,2.3341753745180536,254.04099243708242,744
CCE2,CCE2,34.31,-120.81383,2019-09,16.02978,1.2461300026518896,249.95252913942699,720
CCE2,CCE2,34.31,-120.81383,2019-10,14.422653,3.270675899605868,241.5750561975905,744
CCE2,CCE2,34.31,-120.81383,2019-11,15.143845,2.789134400969847,236.73619507874184,720
CCE2,CCE2,34.31,-120.81383,2019-12,14.500579,2.5064109809028587,241.80736018606132,744
CCE2,CCE2,34.31,-120.81383,2020-01,14.110736,2.408311086261847,244.13955777799538,745
CCE2,CCE2,34.31,-120.81383,2020-02,13.805281,2.533095096131705,246.8774627777859,696
CCE2,CCE2,34.31,-120.81383,2020-03,14.332111,0.9256099189346577,253.37908534232892,744
CCE2,CCE2,34.31,-120.81383,2020-04,13.320994,4.7018625605270135,244.68634216670884,720
CCE2,CCE2,34.31,-120.81383,2020-05,12.694105,8.532402323108885,234.4356035566768,744
CCE2,CCE2,34.31,-120.81383,2020-06,13.141923,7.595742388133506,227.45907009654243,720
CCE2,CCE2,34.31,-120.81383,2020-07,14.213644,3.571580747628048,227.83297705613168,744
CCE2,CCE2,34.31,-120.81383,2020-08,14.309913,3.817981937613848,233.98256379859856,744
CCE2,CCE2,34.31,-120.81383,2020-09,15.554449,3.0454803127877224,,182
CCE2,CCE2,34.32383,-120.815,2017-08,16.071041,1.4973852074766878,259.36486224738917,196
CCE2,CCE2,34.32383,-120.815,2017-09,15.351055,2.2398863097589956,256.55448888142905,360
CCE2,CCE2,34.32383,-120.815,2017-10,15.477186,1.725684061233495,258.95982951502646,372
CCE2,CCE2,34.32383,-120.815,2017-11,16.097359,0.5712759389787652,255.2774904203547,361
CCE2,CCE2,34.32383,-120.815,2017-12,14.825461,2.0482699946667564,248.45480610938046,372
CCE2,CCE2,34.32383,-120.815,2018-01,14.346346,2.992816958817531,245.7939430751409,372
CCE2,CCE2,34.32383,-120.815,2018-02,13.720888,2.2899771491233345,257.42111602196326,336
CCE2,CCE2,34.32383,-120.815,2018-03,12.91734,3.5722435196770106,255.45065665867017,163
